Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,130.55899047851562,99116600
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,127.33169555664062,143301900
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,128.90599060058594,97664900
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,124.56682586669922,155088000
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,128.81744384765625,109578200
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,129.92929077148438,105158200
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,126.90858459472656,100384500
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,126.73149108886719,91951100
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,128.78790283203125,88636800
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,126.83972930908203,90221800
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,125.09814453125,111598500
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,125.77708435058594,90757300
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,129.90963745117188,104319500
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,134.671875,120150900
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,136.83656311035156,114459400
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,140.6247100830078,157611700
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,140.8608856201172,98390600
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,139.77854919433594,140843800
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,134.88833618164062,142621100
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,129.8407440185547,177523800
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,131.98570251464844,106239800
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,132.8220977783203,83305400
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,131.78897094726562,89880900
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,135.1835479736328,84183100
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,134.7647247314453,75693800
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,134.91253662109375,71297200
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,134.02566528320312,76774200
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,133.41468811035156,73046600
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,133.1585235595703,64280000
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,133.39500427246094,60145100
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,131.24681091308594,80576300
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,128.93109130859375,97918500
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,127.8176040649414,96856700
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,127.97527313232422,87668800
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,124.1617202758789,103916400
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,124.02375030517578,158273000
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,123.52117919921875,111039900
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,119.22479248046875,148199500
2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,119.4908676147461,164560400
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,125.92559051513672,116307900
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,123.2945556640625,102260900
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,120.27919006347656,112966300
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,118.3773422241211,178155000
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,119.64852905273438,153766600
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,114.662353515625,154376600
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,119.32335662841797,129525800
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,118.22953796386719,111943300
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,120.18064880371094,103026500
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,119.26422119140625,88105100
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,122.18103790283203,92403800
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,123.73798370361328,115227900
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,122.93980407714844,111932600
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,118.77152252197266,121229700
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,118.23939514160156,185549500
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,121.58979797363281,111912300
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,120.75218963623047,95467100
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,118.33793640136719,88530500
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,118.83064270019531,98844700
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,119.44158935546875,94071200
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,119.61896514892578,80819200
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,118.15071105957031,85671900
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,120.36787414550781,118323800
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,121.20548248291016,75089100
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,124.06317138671875,88651200
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,124.36865234375,80171300
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,126.03398895263672,83466700
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,128.45809936523438,88844600
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,131.05958557128906,106686700
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,129.32525634765625,91420000
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,132.46871948242188,91266500
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,130.1037139892578,87222800
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,132.53770446777344,89347100
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,132.20266723632812,84922400
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,132.87274169921875,94264200
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,131.16796875,94812300
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,131.5522918701172,68847100
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,130.0150146484375,84566500
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,132.3603057861328,78657500
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,132.75450134277344,66905100
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,132.4293212890625,66015800
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,131.63113403320312,107760100
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,131.53257751464844,151101000
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,129.5420684814453,109839500
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,130.60630798339844,75135100
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,125.98471069335938,137564700
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,126.23108673095703,84000900
2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,127.84715270996094,78128300
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,128.5282440185547,78973300
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,125.21163177490234,88071200
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,124.28377532958984,126142800
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,121.18433380126953,112172300
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,123.35592651367188,105861300
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,125.80389404296875,81918000
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,124.63912200927734,74244600
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,123.2374496459961,63342900
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,123.07953643798828,92612000
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,125.66568756103516,76857100
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,123.80996704101562,79295400
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,125.45841217041016,63092900
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,125.260986328125,72009500
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,125.21163177490234,56575900
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,123.66190338134766,94625600
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,123.00057220458984,71311100
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,122.67481994628906,67637100
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,123.44475555419922,59278900
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,121.94438171386719,76229200
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,124.26402282714844,75169300
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,124.27389526367188,71057600
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,125.10305786132812,74403800
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,125.48802947998047,56877900
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,124.48119354248047,71186400
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,125.70516967773438,53522400
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,128.7947540283203,96906500
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,127.96562957763672,62746300
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,128.46900939941406,91815000
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,130.0878143310547,96721700
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,128.7750244140625,108953300
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,130.59124755859375,79663300
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,132.24954223632812,74783600
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,131.97317504882812,60214200
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,131.68692016601562,68711000
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,131.39076232910156,70783700
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,133.0391845703125,62111300
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,134.56918334960938,64556100
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,135.19107055664062,63261400
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,135.49705505371094,52485800
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,138.1522979736328,78852600
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,140.18569946289062,108181800
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,142.70277404785156,104911600
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,141.38995361328125,105575500
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,143.2357940673828,99890800
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,142.63365173339844,76299700
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,143.7589569091797,100827100
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,147.2235870361328,127050800
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,146.56227111816406,106820300
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,144.499267578125,93251400
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,140.6101531982422,121434600
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,144.2623748779297,96350000
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,143.52203369140625,74993500
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,144.90394592285156,77338200
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,146.6412353515625,71447400
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,147.06568908691406,72434100
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,144.8743438720703,104818600
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,143.1074676513672,118931200
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,143.7589569091797,56699500
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,143.97610473632812,70440600
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,143.64048767089844,62880000
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,145.45672607421875,64786600
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,145.0520477294922,56368300
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,145.16062927246094,46397700
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,144.46861267089844,54126800
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,144.41920471191406,48908700
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,143.93479919433594,69023100
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,144.1918182373047,48493500
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,147.1871795654297,72282600
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,147.394775390625,59375000
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,149.3916473388672,103296000
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,148.47230529785156,92229700
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,144.68609619140625,86326000
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,145.02220153808594,86960300
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,146.4951629638672,60549600
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,147.99777221679688,60131800
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,147.90879821777344,48606400
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,146.66322326660156,58991300
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,145.85260009765625,48597200
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,146.90048217773438,55802400
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,151.36878967285156,90956700
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,150.09353637695312,86453100
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,150.7657470703125,80313700
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,151.89273071289062,71115500
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,152.53529357910156,57808700
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,154.89796447753906,82278300
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,153.33602905273438,74420200
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,152.30789184570312,57305700
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,147.26625061035156,140893200
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,147.8396453857422,102404300
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,146.4259796142578,109296300
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,147.32557678222656,83281300
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,147.08828735351562,68034100
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,144.3895263671875,129868800
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,141.3052520751953,123478900
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,141.78958129882812,75834000
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,144.18194580078125,76404300
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,145.1507568359375,64838200
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,145.2397003173828,53477900
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,143.70742797851562,74150700
2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,140.2869873046875,108972300
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,141.1964874267578,74602000
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,139.88169860839844,89056700
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,141.01852416992188,94639600
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,137.54869079589844,98322000
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,139.4961395263672,80861100
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,140.37596130371094,83221100
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,141.65118408203125,61732700
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,141.26564025878906,58773200
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,141.17669677734375,64452200
2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,139.89157104492188,73035900
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,139.2984161376953,78762700
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,142.11581420898438,69907100
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,143.18348693847656,67940300
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,144.87391662597656,85589200
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,147.0586395263672,76378900
2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,147.5529327392578,58418800
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,147.77040100097656,61421000
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,146.98944091796875,58883400
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,146.94003295898438,50720600
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,147.6122589111328,60893400
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,147.14764404296875,56094900
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,150.82508850097656,100077900
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,148.08677673339844,124953200
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,147.25636291503906,74588300
2021-11-02,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,148.30426025390625,69122000
2021-11-03,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,149.7574462890625,54511500
2021-11-04,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,149.2335205078125,60394600
2021-11-05,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,149.7681121826172,65463900
2021-11-08,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,148.93649291992188,55020900
2021-11-09,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,149.3027801513672,56787900
2021-11-10,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,146.44168090820312,65187100
2021-11-11,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,146.3921661376953,41000000
2021-11-12,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,148.49099731445312,63804000
2021-11-15,150.3699951171875,151.8800048828125,149.42999267578125,150.0,148.50088500976562,59222800
2021-11-16,149.94000244140625,151.49000549316406,149.33999633789062,151.0,149.4908905029297,59256200
2021-11-17,151.0,155.0,150.99000549316406,153.49000549316406,151.95602416992188,88807000
2021-11-18,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,156.29222106933594,137827700
2021-11-19,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,158.9454345703125,117305600
2021-11-22,161.67999267578125,165.6999969482422,161.0,161.02000427246094,159.41073608398438,117467900
2021-11-23,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,159.79685974121094,96041900
2021-11-24,160.75,162.13999938964844,159.63999938964844,161.94000244140625,160.3215789794922,69463600
2021-11-26,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,155.24282836914062,76959800
2021-11-29,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,158.6385498046875,88748200
2021-11-30,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,163.64797973632812,174048100
2021-12-01,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,163.12326049804688,152052500
2021-12-02,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,162.1233673095703,136739200
2021-12-03,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,160.22254943847656,118023100
2021-12-06,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,163.6678009033203,107497000
2021-12-07,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,169.4691925048828,120405400
2021-12-08,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,173.3302459716797,116998900
2021-12-09,174.91000366210938,176.75,173.9199981689453,174.55999755859375,172.8154296875,108923700
2021-12-10,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,177.6565704345703,115402700
2021-12-13,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,173.983642578125,153237000
2021-12-14,175.25,177.74000549316406,172.2100067138672,174.3300018310547,172.5877227783203,139380400
2021-12-15,175.11000061035156,179.5,172.30999755859375,179.3000030517578,177.508056640625,131063300
2021-12-16,179.27999877929688,181.13999938964844,170.75,172.25999450683594,170.5384063720703,150185800
2021-12-17,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,169.4296112060547,195432700
2021-12-20,168.27999877929688,170.5800018310547,167.4600067138672,169.75,168.05349731445312,107499100
2021-12-21,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,171.2611083984375,91185900
2021-12-22,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,173.88461303710938,92135300
2021-12-23,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,174.5182342529297,68356600
2021-12-27,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,178.5277862548828,74919600
2021-12-28,180.16000366210938,181.3300018310547,178.52999877929688,179.2899932861328,177.49815368652344,79144300
2021-12-29,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,177.5872802734375,62348900
2021-12-30,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,176.41905212402344,59773000
2021-12-31,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,175.79534912109375,64062300
2022-01-03,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,180.19097900390625,104487900
2022-01-04,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,177.90406799316406,99310400
2022-01-05,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,173.17184448242188,94537600
2022-01-06,172.6999969482422,175.3000030517578,171.63999938964844,172.0,170.281005859375,96904000
2022-01-07,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,170.4492950439453,86709100
2022-01-10,169.0800018310547,172.5,168.1699981689453,172.19000244140625,170.4691162109375,106765600
2022-01-11,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,173.3302459716797,76138300
2022-01-12,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,173.77572631835938,74805200
2022-01-13,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,170.4691162109375,84505800
2022-01-14,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,171.34033203125,80440800
2022-01-18,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,168.10299682617188,90956700
2022-01-19,170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.56869506835938,94815000
2022-01-20,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,162.86585998535156,91420500
2022-01-21,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,160.78684997558594,122848900
2022-01-24,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,160.00473022460938,162294600
2022-01-25,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,158.18313598632812,115798400
2022-01-26,163.5,164.38999938964844,157.82000732421875,159.69000244140625,158.09405517578125,108275300
2022-01-27,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.62875366210938,121954600
2022-01-28,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.62770080566406,179935700
2022-01-31,170.16000366210938,175.0,169.50999450683594,174.77999877929688,173.03323364257812,115541600
2022-02-01,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,172.8649444580078,86213900
2022-02-02,174.75,175.8800048828125,173.3300018310547,175.83999633789062,174.0826416015625,84914300
2022-02-03,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,171.17201232910156,89418100
2022-02-04,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.8845672607422,82465400
2022-02-07,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,170.16094970703125,77251200
2022-02-08,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,173.3032684326172,74829200
